Lote;Material;Lote interno;Lote Proveedor;Qty;Fecha recepción;Fecha traslado
23037;100001;0000751297;88844;72;21/03/2023;18/04/2023
23037;100002;0000676155;K53821835;72;07/03/2022;06/04/2023
23037;100003;0000644272;0005070897;4800;04/10/2021;05/05/2023
23037;100004;0000657923;2414152;320;07/12/2021;28/04/2023
23037;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23037;100006;0000676218;C4837;177,6;07/03/2022;17/01/2023
23037;100007;0000736215;2202239;8352;09/01/2023;03/04/2023
23037;100008;0000710843;A1673579;144;05/09/2022;27/03/2023
23037;100001;0000751297;88844;57,608;21/03/2023;18/04/2023
23037;100009;0000719593;0002231404;7680;17/10/2022;04/05/2023
23037;100002;0000676155;K53821835;384;07/03/2022;06/04/2023
23037;100010;0000736921;0002235436;96;11/01/2023;24/04/2023
23037;100011;0000737873;0002246451;3200;17/01/2023;04/05/2023
23037;100012;0000755318;3009264;7872;11/04/2023;28/04/2023
23037;100004;0000657923;2414152;79,2;07/12/2021;28/04/2023
23037;100005;0000723171;M3889;12,008;04/11/2022;03/03/2023
23037;100006;0000676218;C4837;22,392;07/03/2022;17/01/2023
23037;100007;0000736215;2202239;2089,584;09/01/2023;03/04/2023
23037;100008;0000729570;A1673579;18,08;30/11/2022;11/05/2023
23037;100001;0000751297;88844;7,224;21/03/2023;18/04/2023
23037;100009;0000719593;0002231404;960;17/10/2022;04/05/2023
23037;100002;0000676155;K53821835;48,232;07/03/2022;06/04/2023
23037;100010;0000736921;0002235436;12,016;11/01/2023;15/05/2023
23037;100011;0000737873;0002246451;399,64;17/01/2023;18/05/2023
23037;100012;0000746165;3009264;1968;27/02/2023;17/05/2023
23039;100001;0000751297;88844;72,032;21/03/2023;18/04/2023
23039;100002;0000676155;K53821835;71,88;07/03/2022;06/04/2023
23039;100003;0000644272;0005070897;4800;04/10/2021;05/05/2023
23039;100004;0000657923;2414152;316,8;07/12/2021;28/04/2023
23039;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23039;100006;0000676218;C4837;177,664;07/03/2022;17/01/2023
23039;100007;0000752415;2202239;8352;24/03/2023;28/04/2023
23039;100008;0000710843;A1673579;144;05/09/2022;27/03/2023
23039;100001;0000751297;88844;57,6;21/03/2023;18/04/2023
23039;100009;0000719593;0002231404;7680;17/10/2022;04/05/2023
23039;100002;0000676155;K53821835;384;07/03/2022;06/04/2023
23039;100010;0000736921;0002235436;96;11/01/2023;24/04/2023
23039;100011;0000737873;0002246451;3200;17/01/2023;04/05/2023
23039;100012;0000746165;3009264;7795,1936;27/02/2023;08/05/2023
23039;100012;0000746149;3009264;76,8064;27/02/2023;12/04/2023
23039;100004;0000657923;2414152;79,2;07/12/2021;28/04/2023
23039;100005;0000723171;M3889;12,008;04/11/2022;03/03/2023
23039;100006;0000676218;C4837;22,392;07/03/2022;17/01/2023
23039;100007;0000736215;2202239;2089,584;09/01/2023;03/04/2023
23039;100008;0000729570;A1673579;18,08;30/11/2022;11/05/2023
23039;100001;0000751297;88844;7,224;21/03/2023;18/04/2023
23039;100009;0000719593;0002231404;960;17/10/2022;04/05/2023
23039;100002;0000676155;K53821835;48,232;07/03/2022;06/04/2023
23039;100010;0000736921;0002235436;12,016;11/01/2023;15/05/2023
23039;100011;0000737873;0002246451;399,64;17/01/2023;18/05/2023
23039;100012;0000746165;3009264;1968;27/02/2023;17/05/2023
23040;100001;0000751297;88844;77,232;21/03/2023;18/04/2023
23040;100002;0000676155;K53821835;77,464;07/03/2022;06/04/2023
23040;100003;0000644272;0005070897;4800;04/10/2021;15/05/2023
23040;100004;0000657936;2414153;317,6;07/12/2021;10/05/2023
23040;100004;0000657923;2414152;0,8;07/12/2021;28/04/2023
23040;100005;0000723171;M3889;95,976;04/11/2022;03/03/2023
23040;100006;0000676218;C4837;178,376;07/03/2022;19/05/2023
23040;100007;0000752415;2202239;8352;24/03/2023;28/04/2023
23040;100008;0000729570;A1673579;144,424;30/11/2022;11/05/2023
23040;100001;0000751297;88844;57,568;21/03/2023;18/04/2023
23040;100009;0000719593;0002231404;7680;17/10/2022;19/05/2023
23040;100002;0000676155;K53821835;384,384;07/03/2022;06/04/2023
23040;100010;0000736921;0002235436;96;11/01/2023;15/05/2023
23040;100011;0000737873;0002246451;3200;17/01/2023;22/05/2023
23040;100012;0000746165;3009264;7872;27/02/2023;23/05/2023
23040;100004;0000657936;2414153;51,2;07/12/2021;10/05/2023
23040;100005;0000723171;M3889;7,624;04/11/2022;03/03/2023
23040;100006;0000676218;C4837;14,352;07/03/2022;19/05/2023
23040;100007;0000752415;2202239;1336;24/03/2023;28/04/2023
23040;100008;0000729570;A1673579;11,576;30/11/2022;11/05/2023
23040;100001;0000751297;88844;4,568;21/03/2023;18/04/2023
23040;100009;0000719593;0002231404;612;17/10/2022;19/05/2023
23040;100002;0000676155;K53821835;30,64;07/03/2022;06/04/2023
23040;100010;0000736921;0002235436;7,696;11/01/2023;15/05/2023
23040;100011;0000737873;0002246451;256,8;17/01/2023;22/05/2023
23040;100012;0000746165;3009264;1262,4;27/02/2023;23/05/2023
23041;100001;0000751297;88844;76,8;21/03/2023;18/04/2023
23041;100002;0000676155;K53821835;77,28;07/03/2022;06/04/2023
23041;100003;0000644272;0005070897;4800;04/10/2021;15/05/2023
23041;100004;0000657936;2414153;320;07/12/2021;10/05/2023
23041;100005;0000723171;M3889;96,184;04/11/2022;03/03/2023
23041;100006;0000676218;C4837;177,6;07/03/2022;19/05/2023
23041;100007;0000752415;2202239;8352;24/03/2023;26/05/2023
23041;100008;0000729570;A1673579;144,28;30/11/2022;11/05/2023
23041;100001;0000751297;88844;57,8;21/03/2023;18/04/2023
23041;100009;0000719593;0002231404;7680;17/10/2022;19/05/2023
23041;100002;0000676155;K53821835;384,072;07/03/2022;06/04/2023
23041;100010;0000736921;0002235436;96,696;11/01/2023;15/05/2023
23041;100011;0000737873;0002246451;3200,36;17/01/2023;22/05/2023
23041;100012;0000746165;3009264;7872;27/02/2023;29/05/2023
23041;100004;0000657936;2414153;51,2;07/12/2021;10/05/2023
23041;100005;0000723171;M3889;7,624;04/11/2022;03/03/2023
23041;100006;0000676218;C4837;14,352;07/03/2022;19/05/2023
23041;100007;0000752415;2202239;1336;24/03/2023;28/04/2023
23041;100008;0000729570;A1673579;11,576;30/11/2022;11/05/2023
23041;100001;0000751297;88844;4,568;21/03/2023;18/04/2023
23041;100009;0000719593;0002231404;612;17/10/2022;19/05/2023
23041;100002;0000676155;K53821835;30,64;07/03/2022;06/04/2023
23041;100010;0000736921;0002235436;7,696;11/01/2023;15/05/2023
23041;100011;0000737873;0002246451;256,8;17/01/2023;22/05/2023
23041;100012;0000746165;3009264;1262,4;27/02/2023;23/05/2023
23042;100001;0000751297;88844;72,472;21/03/2023;18/04/2023
23042;100002;0000676155;K53821835;72,448;07/03/2022;06/04/2023
23042;100003;0000644272;0005070897;4800;04/10/2021;15/05/2023
23042;100004;0000657936;2414153;295,2;07/12/2021;10/05/2023
23042;100004;0000657941;2414156;24,8;07/12/2021;23/05/2023
23042;100005;0000723171;M3889;96,064;04/11/2022;03/03/2023
23042;100006;0000676218;C4837;178,2;07/03/2022;19/05/2023
23042;100007;0000752415;2202239;8352;24/03/2023;26/05/2023
23042;100008;0000729570;A1673579;143,912;30/11/2022;11/05/2023
23042;100001;0000751297;88844;57,552;21/03/2023;18/04/2023
23042;100009;0000719593;0002231404;7671,2;17/10/2022;19/05/2023
23042;100002;0000676155;K53821835;384;07/03/2022;06/04/2023
23042;100010;0000736921;0002235436;96,44;11/01/2023;15/05/2023
23042;100011;0000737873;0002246451;3200;17/01/2023;22/05/2023
23042;100012;0000746165;3009264;7864;27/02/2023;29/05/2023
23043;100001;0000738609;AM1798471;72,28;20/01/2023;30/05/2023
23043;100002;0000676155;K53821835;72,28;07/03/2022;06/04/2023
23043;100003;0000644272;0005070897;4800;04/10/2021;15/05/2023
23043;100004;0000657941;2414156;316,8;07/12/2021;23/05/2023
23043;100005;0000723171;M3889;96,376;04/11/2022;03/03/2023
23043;100006;0000676218;C4837;179,048;07/03/2022;19/05/2023
23043;100007;0000752415;2202239;8352;24/03/2023;26/05/2023
23043;100008;0000729570;A1673579;144;30/11/2022;05/06/2023
23043;100001;0000751297;88844;57,824;21/03/2023;18/04/2023
23043;100009;0000719593;0002231404;7688;17/10/2022;19/05/2023
23043;100002;0000676155;K53821835;383,992;07/03/2022;06/04/2023
23043;100010;0000736921;0002235436;96;11/01/2023;15/05/2023
23043;100011;0000737873;0002246451;3200;17/01/2023;22/05/2023
23043;100012;0000746165;3009264;7872;27/02/2023;05/06/2023
23043;100004;0000665418;2430702;89,6;14/01/2022;05/06/2023
23043;100005;0000723171;M3889;13,448;04/11/2022;03/03/2023
23043;100006;0000676218;C4837;25,136;07/03/2022;19/05/2023
23043;100007;0000752415;2202239;2338,56;24/03/2023;26/05/2023
23043;100008;0000729570;A1673579;20,168;30/11/2022;07/06/2023
23043;100001;0000738609;AM1798471;8,016;20/01/2023;30/05/2023
23043;100001;0000751297;88844;0,048;21/03/2023;18/04/2023
23043;100009;0000730930;0002246013;891,424;12/12/2022;02/06/2023
23043;100009;0000719593;0002231404;183,776;17/10/2022;19/05/2023
23043;100002;0000676155;K53821835;53,392;07/03/2022;06/04/2023
23043;100010;0000736921;0002235436;13,52;11/01/2023;15/05/2023
23043;100011;0000741497;0002246572;448;03/02/2023;05/06/2023
23043;100012;0000746165;3009264;2204,16;27/02/2023;07/06/2023
23044;100001;0000738609;AM1798471;72,28;20/01/2023;30/05/2023
23044;100002;0000676155;K53821835;72,28;07/03/2022;06/04/2023
23044;100003;0000644272;0005070897;4800;04/10/2021;15/05/2023
23044;100004;0000657941;2414156;316,8;07/12/2021;23/05/2023
23044;100005;0000723171;M3889;96,376;04/11/2022;03/03/2023
23044;100006;0000676218;C4837;179,048;07/03/2022;19/05/2023
23044;100007;0000752415;2202239;8352;24/03/2023;26/05/2023
23044;100008;0000729570;A1673579;144;30/11/2022;05/06/2023
23044;100001;0000751297;88844;57,824;21/03/2023;18/04/2023
23044;100009;0000719593;0002231404;7688;17/10/2022;19/05/2023
23044;100002;0000676155;K53821835;383,992;07/03/2022;06/04/2023
23044;100010;0000736921;0002235436;96;11/01/2023;15/05/2023
23044;100011;0000737873;0002246451;3200;17/01/2023;22/05/2023
23044;100012;0000746165;3009264;7872;27/02/2023;05/06/2023
23044;100004;0000665418;2430702;89,6;14/01/2022;05/06/2023
23044;100005;0000723171;M3889;13,448;04/11/2022;03/03/2023
23044;100006;0000676218;C4837;25,136;07/03/2022;19/05/2023
23044;100007;0000752415;2202239;2338,56;24/03/2023;26/05/2023
23044;100008;0000729570;A1673579;20,168;30/11/2022;07/06/2023
23044;100001;0000738609;AM1798471;8,016;20/01/2023;30/05/2023
23044;100001;0000751297;88844;0,048;21/03/2023;18/04/2023
23044;100009;0000730930;0002246013;891,424;12/12/2022;02/06/2023
23044;100009;0000719593;0002231404;183,776;17/10/2022;19/05/2023
23044;100002;0000676155;K53821835;53,392;07/03/2022;06/04/2023
23044;100010;0000736921;0002235436;13,52;11/01/2023;15/05/2023
23044;100011;0000741497;0002246572;448;03/02/2023;05/06/2023
23044;100012;0000746165;3009264;2204,16;27/02/2023;07/06/2023
23045;100001;0000738609;AM1798471;72,104;20/01/2023;30/05/2023
23045;100002;0000676155;K53821835;72,024;07/03/2022;06/04/2023
23045;100003;0000644272;0005070897;4800;04/10/2021;15/05/2023
23045;100004;0000665418;2430702;320;14/01/2022;05/06/2023
23045;100005;0000723171;M3889;96,04;04/11/2022;03/03/2023
23045;100006;0000676218;C4837;177,9096;07/03/2022;19/05/2023
23045;100007;0000752415;2202239;8352;24/03/2023;26/05/2023
23045;100008;0000729570;A1673579;143,84;30/11/2022;07/06/2023
23045;100001;0000738609;AM1798471;57,336;20/01/2023;30/05/2023
23045;100009;0000730930;0002246013;7680;12/12/2022;02/06/2023
23045;100002;0000676155;K53821835;384;07/03/2022;06/04/2023
23045;100010;0000736921;0002235436;95,928;11/01/2023;15/05/2023
23045;100011;0000741497;0002246572;3200;03/02/2023;05/06/2023
23045;100012;0000746165;3009264;7872;27/02/2023;07/06/2023
23045;100004;0000665418;2430702;89,6;14/01/2022;05/06/2023
23045;100005;0000723171;M3889;13,448;04/11/2022;03/03/2023
23045;100006;0000676218;C4837;25,136;07/03/2022;19/05/2023
23045;100007;0000752415;2202239;2338,56;24/03/2023;26/05/2023
23045;100008;0000729570;A1673579;20,168;30/11/2022;07/06/2023
23045;100001;0000738609;AM1798471;8,016;20/01/2023;30/05/2023
23045;100001;0000751297;88844;0,048;21/03/2023;18/04/2023
23045;100009;0000730930;0002246013;891,424;12/12/2022;02/06/2023
23045;100009;0000719593;0002231404;183,776;17/10/2022;19/05/2023
23045;100002;0000676155;K53821835;53,392;07/03/2022;06/04/2023
23045;100010;0000736921;0002235436;13,52;11/01/2023;15/05/2023
23045;100011;0000741497;0002246572;448;03/02/2023;05/06/2023
23045;100012;0000746165;3009264;2204,16;27/02/2023;07/06/2023
23046;100001;0000738609;AM1798471;71,928;20/01/2023;30/05/2023
23046;100002;0000676155;K53821835;72;07/03/2022;06/04/2023
23046;100003;0000644272;0005070897;4800;04/10/2021;15/05/2023
23046;100004;0000657941;2414156;316,8;07/12/2021;23/05/2023
23046;100005;0000723171;M3889;96,392;04/11/2022;03/03/2023
23046;100006;0000676218;C4837;177,264;07/03/2022;19/05/2023
23046;100007;0000752415;2202239;8336;24/03/2023;26/05/2023
23046;100008;0000729570;A1673579;143,656;30/11/2022;07/06/2023
23046;100001;0000738609;AM1798471;57,064;20/01/2023;30/05/2023
23046;100001;0000751297;88844;0,536;21/03/2023;18/04/2023
23046;100009;0000730930;0002246013;7688;12/12/2022;09/06/2023
23046;100002;0000676155;K53821835;383,28;07/03/2022;06/04/2023
23046;100010;0000736921;0002235436;96,52;11/01/2023;15/05/2023
23046;100011;0000741497;0002246572;3208;03/02/2023;12/06/2023
23046;100012;0000746149;3009264;5238,832;27/02/2023;12/06/2023
23046;100012;0000746165;3009264;2616;27/02/2023;07/06/2023
23046;100004;0000665418;2430702;89,6;14/01/2022;05/06/2023
23046;100005;0000723171;M3889;13,448;04/11/2022;03/03/2023
23046;100006;0000676218;C4837;25,136;07/03/2022;19/05/2023
23046;100007;0000752415;2202239;2338,56;24/03/2023;26/05/2023
23046;100008;0000729570;A1673579;20,168;30/11/2022;07/06/2023
23046;100001;0000738609;AM1798471;8,016;20/01/2023;30/05/2023
23046;100001;0000751297;88844;0,048;21/03/2023;18/04/2023
23046;100009;0000730930;0002246013;891,424;12/12/2022;02/06/2023
23046;100009;0000719593;0002231404;183,776;17/10/2022;19/05/2023
23046;100002;0000676155;K53821835;53,392;07/03/2022;06/04/2023
23046;100010;0000736921;0002235436;13,52;11/01/2023;15/05/2023
23046;100011;0000741497;0002246572;448;03/02/2023;05/06/2023
23046;100012;0000746165;3009264;2204,16;27/02/2023;07/06/2023
23047;100001;0000738609;AM1798471;72,16;20/01/2023;30/05/2023
23047;100002;0000676155;K53821835;72,72;07/03/2022;06/04/2023
23047;100003;0000644272;0005070897;4800;04/10/2021;15/05/2023
23047;100004;0000657941;2414156;316,8;07/12/2021;23/05/2023
23047;100005;0000723171;M3889;95,992;04/11/2022;03/03/2023
23047;100006;0000676218;C4837;177,8;07/03/2022;19/05/2023
23047;100007;0000752415;2202239;8352;24/03/2023;26/05/2023
23047;100008;0000729570;A1673579;143,192;30/11/2022;07/06/2023
23047;100001;0000738609;AM1798471;57,616;20/01/2023;30/05/2023
23047;100009;0000730930;0002246013;7688;12/12/2022;09/06/2023
23047;100002;0000676155;K53821835;385,152;07/03/2022;06/04/2023
23047;100010;0000736921;0002235436;96,168;11/01/2023;15/05/2023
23047;100011;0000741497;0002246572;3197,784;03/02/2023;12/06/2023
23047;100012;0000767981;3114562;4843,9776;12/06/2023;12/06/2023
23047;100012;0000746165;3009264;3028,0224;27/02/2023;07/06/2023
23047;100004;0000665418;2430702;89,6;14/01/2022;05/06/2023
23047;100005;0000723171;M3889;13,448;04/11/2022;03/03/2023
23047;100006;0000676218;C4837;25,136;07/03/2022;19/05/2023
23047;100007;0000752415;2202239;2338,56;24/03/2023;26/05/2023
23047;100008;0000729570;A1673579;20,168;30/11/2022;07/06/2023
23047;100001;0000738609;AM1798471;8,016;20/01/2023;30/05/2023
23047;100001;0000751297;88844;0,048;21/03/2023;18/04/2023
23047;100009;0000730930;0002246013;891,424;12/12/2022;02/06/2023
23047;100009;0000719593;0002231404;183,776;17/10/2022;19/05/2023
23047;100002;0000676155;K53821835;53,392;07/03/2022;06/04/2023
23047;100010;0000736921;0002235436;13,52;11/01/2023;15/05/2023
23047;100011;0000741497;0002246572;448;03/02/2023;05/06/2023
23047;100012;0000746165;3009264;2204,16;27/02/2023;07/06/2023
23048;100001;0000738609;AM1798471;71,896;20/01/2023;30/05/2023
23048;100002;0000756817;K54491535;72,016;18/04/2023;21/06/2023
23048;100003;0000644272;0005070897;4800;04/10/2021;15/05/2023
23048;100004;0000665418;2430702;316,8;14/01/2022;05/06/2023
23048;100004;0000655974;2414142;0;25/11/2021;23/03/2023
23048;100005;0000723171;M3889;96,216;04/11/2022;03/03/2023
23048;100006;0000676218;C4837;177,664;07/03/2022;19/05/2023
23048;100007;0000675156;1292700;8352;01/03/2022;13/06/2023
23048;100008;0000729570;A1673579;143,848;30/11/2022;14/06/2023
23048;100001;0000738609;AM1798471;57,752;20/01/2023;30/05/2023
23048;100009;0000730930;0002246013;7696;12/12/2022;14/06/2023
23048;100002;0000676155;K53821835;384;07/03/2022;06/04/2023
23048;100010;0000736921;0002235436;95,8104;11/01/2023;15/05/2023
23048;100011;0000741497;0002246572;3199,936;03/02/2023;14/06/2023
23048;100012;0000767981;3114562;7872;12/06/2023;15/06/2023
23049;100001;0000738609;AM1798471;72,24;20/01/2023;30/05/2023
23049;100002;0000756817;K54491535;71,864;18/04/2023;21/06/2023
23049;100003;0000644272;0005070897;4800;04/10/2021;15/05/2023
23049;100004;0000665418;2430702;316,8;14/01/2022;05/06/2023
23049;100005;0000723171;M3889;96,8;04/11/2022;03/03/2023
23049;100006;0000676218;C4837;178,24;07/03/2022;19/05/2023
23049;100007;0000675156;1292700;8000;01/03/2022;13/06/2023
23049;100007;0000752415;2202239;352;24/03/2023;19/06/2023
23049;100008;0000729570;A1673579;144,4;30/11/2022;14/06/2023
23049;100001;0000738609;AM1798471;57,68;20/01/2023;30/05/2023
23049;100009;0000730930;0002246013;7688;12/12/2022;19/06/2023
23049;100002;0000676155;K53821835;199,1384;07/03/2022;06/04/2023
23049;100002;0000756817;K54491535;184,8616;18/04/2023;26/05/2023
23049;100010;0000736921;0002235436;96,48;11/01/2023;15/05/2023
23049;100011;0000741497;0002246572;3200;03/02/2023;19/06/2023
23049;100012;0000767981;3114562;7872;12/06/2023;15/06/2023
23050;100001;0000738609;AM1798471;71,68;20/01/2023;30/05/2023
23050;100002;0000756817;K54491535;71,576;18/04/2023;21/06/2023
23050;100003;0000644272;0005070897;4800;04/10/2021;15/05/2023
23050;100004;0000665423;2430692;244,8;14/01/2022;14/06/2023
23050;100004;0000665418;2430702;72;14/01/2022;05/06/2023
23050;100005;0000723171;M3889;96,128;04/11/2022;03/03/2023
23050;100006;0000676218;C4837;177,568;07/03/2022;19/05/2023
23050;100007;0000675156;1292700;8000;01/03/2022;13/06/2023
23050;100007;0000752415;2202239;352;24/03/2023;19/06/2023
23050;100008;0000729570;A1673579;143,96;30/11/2022;14/06/2023
23050;100001;0000738609;AM1798471;57,496;20/01/2023;30/05/2023
23050;100009;0000730930;0002246013;7680;12/12/2022;19/06/2023
23050;100002;0000756817;K54491535;383,8;18/04/2023;26/05/2023
23050;100010;0000736921;0002235436;96,144;11/01/2023;15/05/2023
23050;100011;0000741497;0002246572;3200;03/02/2023;19/06/2023
23050;100012;0000767981;3114562;7872;12/06/2023;15/06/2023
23050;100004;0000665423;2430692;116,8;14/01/2022;14/06/2023
23050;100005;0000723171;M3889;17,056;04/11/2022;03/03/2023
23050;100006;0000676218;C4837;32,96;07/03/2022;19/05/2023
23050;100007;0000675156;1292700;3047,528;01/03/2022;13/06/2023
23050;100008;0000729570;A1673579;26,4;30/11/2022;14/06/2023
23050;100001;0000738609;AM1798471;10,512;20/01/2023;30/05/2023
23050;100009;0000730930;0002246013;1399,784;12/12/2022;14/06/2023
23050;100002;0000756817;K54491535;70,64;18/04/2023;26/05/2023
23050;100010;0000736921;0002235436;17,68;11/01/2023;15/05/2023
23050;100011;0000741497;0002246572;585,6;03/02/2023;14/06/2023
23050;100012;0000767981;3114562;2871,84;12/06/2023;15/06/2023
23051;100001;0000738609;AM1798471;71,96;20/01/2023;30/05/2023
23051;100002;0000756817;K54491535;72,232;18/04/2023;21/06/2023
23051;100003;0000644272;0005070897;4800;04/10/2021;15/05/2023
23051;100004;0000665423;2430692;316,8;14/01/2022;14/06/2023
23051;100005;0000723171;M3889;96,016;04/11/2022;03/03/2023
23051;100006;0000676218;C4837;177,816;07/03/2022;19/05/2023
23051;100007;0000675156;1292700;8352;01/03/2022;13/06/2023
